ownerHitCheckDistance,arrow,numHits,bobber,netImportant,noDropItem,counterweight,scale,rotation,type,alpha,sentry,glowMask,gfxOffY,stepSpeed,aiStyle,timeLeft,soundDelay,damage,spriteDirection,hostile,knockBack,friendly,penetrate,usesLocalNPCImmunity,usesIDStaticNPCImmunity,maxPenetrate,identity,light,netUpdate,netUpdate2,netSpam,minion,minionSlots,minionPos,restrikeDelay,tileCollide,extraUpdates,numUpdates,ignoreWater,hide,ownerHitCheck,miscText,melee,ranged,thrown,magic,coldDamage,noEnchantments,trap,npcProj,frameCounter,frame,manualDirectionChange,projUUID,localNPCHitCooldown,idStaticNPCHitCooldown,SentryLifeTime,maxAI,whoAmI,active,width,height,wet
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,12,50,FALSE,-1,0,1,5,3600,0,0,1,FALSE,0,TRUE,-1,FALSE,FALSE,-1,0,1,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,16,16,FALSE
1000,FALSE,0,FALSE,TRUE,FALSE,FALSE,1,0,13,0,FALSE,-1,0,1,7,36000,0,0,1,FALSE,0,TRUE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,18,18,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1.2,0,14,255,FALSE,-1,0,1,1,600,0,0,1,FALSE,0,TRUE,1,FALSE,FALSE,1,0,0.5,FALSE,FALSE,0,FALSE,0,0,0,TRUE,1,0,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,4,4,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,15,100,FALSE,-1,0,1,8,3600,0,0,1,FALSE,0,TRUE,1,FALSE,FALSE,1,0,0.8,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,16,16,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,16,100,FALSE,-1,0,1,9,3600,0,0,1,FALSE,0,TRUE,1,FALSE,FALSE,1,0,0.8,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,10,10,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,17,0,FALSE,-1,0,1,10,3600,0,0,1,FALSE,0,TRUE,1,FALSE,FALSE,1,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,10,10,FALSE
1000,FALSE,0,FALSE,TRUE,FALSE,FALSE,0.8,0,18,150,FALSE,-1,0,1,11,18000,0,0,1,FALSE,0,TRUE,-1,FALSE,FALSE,-1,0,0.9,FALSE,FALSE,0,FALSE,0,0,0,FALSE,0,0,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,25,25,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,19,0,FALSE,-1,0,1,3,3600,0,0,1,FALSE,0,TRUE,-1,FALSE,FALSE,-1,0,1,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,22,22,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1.4,0,20,255,FALSE,-1,0,1,1,600,0,0,1,FALSE,0,TRUE,3,FALSE,FALSE,3,0,0.75,FALSE,FALSE,0,FALSE,0,0,0,TRUE,2,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,5,5,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1.2,0,21,0,FALSE,-1,0,1,2,3600,0,0,1,FALSE,0,TRUE,1,FALSE,FALSE,1,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,19,19,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,22,255,FALSE,-1,0,1,12,3600,0,0,1,FALSE,0,TRUE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,2,0,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,18,18,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,23,255,FALSE,-1,0,1,13,3600,0,0,1,FALSE,0,TRUE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,4,4,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,24,0,FALSE,-1,0,1,14,3600,0,0,1,FALSE,0,TRUE,6,FALSE,FALSE,6,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,14,14,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,0.8,0,25,0,FALSE,-1,0,1,15,3600,0,0,1,FALSE,0,TRUE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,17,17,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,0.8,0,26,0,FALSE,-1,0,1,15,3600,0,0,1,FALSE,0,TRUE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,17,17,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,27,255,FALSE,-1,0,1,8,1800,0,0,1,FALSE,0,TRUE,10,FALSE,FALSE,10,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,16,16,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,28,0,FALSE,-1,0,1,16,3600,0,0,1,FALSE,0,TRUE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,22,22,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,29,0,FALSE,-1,0,1,16,3600,0,0,1,FALSE,0,TRUE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,10,10,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,30,0,FALSE,-1,0,1,16,3600,0,0,1,FALSE,0,TRUE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,14,14,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,31,0,FALSE,-1,0,1,10,3600,0,0,1,TRUE,6,TRUE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,10,10,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,32,0,FALSE,-1,0,1,7,36000,0,0,1,FALSE,0,TRUE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,18,18,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,0.9,0,33,0,FALSE,-1,0,1,3,3600,0,0,1,FALSE,0,TRUE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,34,34,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,34,100,FALSE,-1,0,1,9,3600,0,0,1,FALSE,0,TRUE,1,FALSE,FALSE,1,0,0.8,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,14,14,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,0.8,0,35,0,FALSE,-1,0,1,15,3600,0,0,1,FALSE,0,TRUE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,17,17,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1.4,0,36,255,FALSE,-1,0,1,1,600,0,0,1,FALSE,0,TRUE,2,FALSE,FALSE,2,0,0.6,FALSE,FALSE,0,FALSE,0,0,0,TRUE,1,0,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,5,5,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,37,0,FALSE,-1,0,1,16,3600,0,0,1,FALSE,0,TRUE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,22,22,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,38,0,FALSE,-1,0,1,1,3600,0,0,1,TRUE,0,FALSE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,14,14,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,39,0,FALSE,-1,0,1,10,3600,0,0,1,TRUE,6,TRUE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,10,10,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,40,0,FALSE,-1,0,1,10,3600,0,0,1,TRUE,6,TRUE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,10,10,FALSE
1000,TRUE,0,FALSE,FALSE,FALSE,FALSE,1,0,41,0,FALSE,-1,0,1,1,3600,0,0,1,FALSE,0,TRUE,-1,FALSE,FALSE,-1,0,0.3,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,10,10,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,42,0,FALSE,-1,0,1,10,3600,0,0,1,FALSE,8,TRUE,1,FALSE,FALSE,1,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,1,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,10,10,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,43,0,FALSE,-1,0,1,17,3600,0,0,1,FALSE,12,FALSE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,24,24,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,0.9,0,44,100,FALSE,-1,0,1,18,3600,0,0,1,TRUE,0,FALSE,-1,FALSE,FALSE,-1,0,0.2,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,43,43,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,0.9,0,45,100,FALSE,-1,0,1,18,3600,0,0,1,FALSE,0,TRUE,5,FALSE,FALSE,5,0,0.2,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,43,43,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1.1,0,46,0,FALSE,-1,0,1,19,3600,0,0,1,FALSE,0,TRUE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,FALSE,0,0,FALSE,TRUE,TRUE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,22,22,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1.1,0,47,0,FALSE,-1,0,1,19,3600,0,0,1,FALSE,0,TRUE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,FALSE,0,0,FALSE,TRUE,TRUE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,19,19,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,48,0,FALSE,-1,0,1,2,3600,0,0,1,FALSE,0,TRUE,2,FALSE,FALSE,2,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,12,12,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1.2,0,49,0,FALSE,-1,0,1,19,3600,0,0,1,FALSE,0,TRUE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,FALSE,0,0,FALSE,TRUE,TRUE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,21,21,FALSE
1000,FALSE,0,FALSE,TRUE,FALSE,FALSE,1,0,50,75,FALSE,-1,0,1,14,18000,0,0,1,FALSE,0,FALSE,-1,FALSE,FALSE,-1,0,1,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,6,6,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,51,0,FALSE,-1,0,1,1,3600,0,0,1,FALSE,0,TRUE,1,FALSE,FALSE,1,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,8,8,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,52,0,FALSE,-1,0,1,3,3600,0,0,1,FALSE,0,TRUE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,22,22,FALSE
1000,FALSE,0,FALSE,TRUE,FALSE,FALSE,1,0,53,75,FALSE,-1,0,1,14,18000,0,0,1,FALSE,0,FALSE,-1,FALSE,FALSE,-1,0,1,FALSE,FALSE,0,FALSE,0,0,0,FALSE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,6,6,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,54,0,FALSE,-1,0,1,2,3600,0,0,1,FALSE,0,TRUE,2,FALSE,FALSE,2,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,12,12,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,55,0,FALSE,-1,0,1,1,3600,0,0,1,TRUE,0,FALSE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,10,10,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,56,0,FALSE,-1,0,1,10,3600,0,0,1,TRUE,6,TRUE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,TRUE,0,0,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,10,10,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,0,57,0,FALSE,-1,0,1,20,3600,0,0,1,FALSE,0,TRUE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,FALSE,0,0,FALSE,TRUE,TRUE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,18,18,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,1.08,0,58,0,FALSE,-1,0,1,20,3600,0,0,1,FALSE,0,TRUE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,FALSE,0,0,FALSE,TRUE,TRUE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,19,19,FALSE
1000,FALSE,0,FALSE,FALSE,FALSE,FALSE,0.9,0,59,0,FALSE,-1,0,1,20,3600,0,0,1,FALSE,0,TRUE,-1,FALSE,FALSE,-1,0,0,FALSE,FALSE,0,FALSE,0,0,0,FALSE,0,0,FALSE,TRUE,TRUE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,-1,-2,-1,7200,2,0,TRUE,19,19,FALSE
