waterMovementSpeed,lavaMovementSpeed,honeyMovementSpeed,teleportStyle,teleportTime,netSpam,nameOver,SpawnedFromStatue,dripping,drippingSlime,altTexture,visualOffset,catchItem,releaseOwner,rarity,lastInteraction,takenDamageMultiplier,gfxOffY,stepSpeed,teleporting,stairFall,netStream,npcNameLookup,setFrameSize,netSkip,netAlways,realLife,_givenName,npcSlots,dontCountMe,midas,ichor,onFire,onFire2,onFrostBurn,poisoned,venom,shadowFlame,soulDrain,lifeRegen,lifeRegenCount,lifeRegenExpectedLossPerSecond,confused,loveStruck,stinky,dryadWard,immortal,chaseable,canGhostHeal,javelined,celled,dryadBane,daybreak,dontTakeDamageFromHostiles,betsysCurse,oiled,soundDelay,directionY,type,aiAction,aiStyle,justHit,timeLeft,target,damage,defense,defDamage,defDefense,coldDamage,trapImmune,life,lifeMax,frameCounter,color,alpha,hide,scale,knockBackResist,oldDirectionY,oldTarget,rotation,noGravity,noTileCollide,netUpdate,netUpdate2,collideX,collideY,boss,spriteDirection,behindTiles,lavaImmune,value,extraValue,dontTakeDamage,netID,townNPC,homeless,homeTileX,homeTileY,oldHomeless,oldHomeTileX,oldHomeTileY,friendly,closeDoor,doorX,doorY,friendlyRegen,breath,breathCounter,reflectingProjectiles,lastPortalColorIndex,MoonLordCountdown,immuneTime,maxAI,goldCritterChance,waveKills,waveNumber,taxCollector,spawnSpaceX,spawnSpaceY,gravity,maxAttack,fireFlyFriendly,fireFlyChance,fireFlyMultiple,butterflyChance,golemBoss,plantBoss,crimsonBoss,sWidth,sHeight,spawnRangeX,spawnRangeY,safeRangeX,safeRangeY,activeRangeX,activeRangeY,townRangeX,townRangeY,noSpawnCycle,activeTime,defaultSpawnRate,defaultMaxSpawns,ShieldStrengthTowerSolar,ShieldStrengthTowerVortex,ShieldStrengthTowerNebula,ShieldStrengthTowerStardust,LunarShieldPowerNormal,LunarShieldPowerExpert,spawnRate,maxSpawns,travelNPC,ignorePlayerInteractions,NPC_TARGETS_START,MaxMoonLordCountdown,nameOverIncrement,nameOverDistance,maxBuffs,breathMax,whoAmI,active,oldDirection,direction,width,height,wet,honeyWet,wetCount,lavaWet
0.5,0.5,0.25,0,0,0,0,FALSE,FALSE,FALSE,0,{X:0 Y:0},0,255,0,255,1,0,0,FALSE,FALSE,32,0,FALSE,-2,TRUE,-1,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,-1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,10,0,6,FALSE,750,255,8(16),0,8(16),0,FALSE,FALSE,30(60),30(60),0,{R:0 G:0 B:0 A:0},0,FALSE,1,0,0,255,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-1,TRUE,FALSE,40(100),0,FALSE,10,FALSE,FALSE,-1,-1,FALSE,-1,-1,FALSE,FALSE,0,0,0,200,0,FALSE,0,0,20,4,150,0,0,FALSE,3,3,0.3,20,4,31,28,999999,-1,-1,-1,1920,1080,84,46,62,34,4032,2268,1920,1080,FALSE,750,600,5,0,0,0,0,100,150,600,5,FALSE,0,300,3600,0.025,400,5,200,0,TRUE,0,0,14,14,FALSE,FALSE,0,FALSE
0.5,0.5,0.25,0,0,0,0,FALSE,FALSE,FALSE,0,{X:0 Y:0},0,255,0,255,1,0,0,FALSE,FALSE,32,0,FALSE,-2,TRUE,-1,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,-1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,11,0,6,FALSE,750,255,4(8),4,4(8),4,FALSE,FALSE,30(60),30(60),0,{R:0 G:0 B:0 A:0},0,FALSE,1,0,0,255,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-1,TRUE,FALSE,40(100),0,FALSE,11,FALSE,FALSE,-1,-1,FALSE,-1,-1,FALSE,FALSE,0,0,0,200,0,FALSE,0,0,20,4,150,0,0,FALSE,3,3,0.3,20,4,31,28,999999,-1,-1,-1,1920,1080,84,46,62,34,4032,2268,1920,1080,FALSE,750,600,5,0,0,0,0,100,150,600,5,FALSE,0,300,3600,0.025,400,5,200,0,TRUE,0,0,14,14,FALSE,FALSE,0,FALSE
0.5,0.5,0.25,0,0,0,0,FALSE,FALSE,FALSE,0,{X:0 Y:0},0,255,0,255,1,0,0,FALSE,FALSE,32,0,FALSE,-2,TRUE,-1,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,-1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,12,0,6,FALSE,750,255,4(8),6,4(8),6,FALSE,FALSE,30(60),30(60),0,{R:0 G:0 B:0 A:0},0,FALSE,1,0,0,255,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-1,TRUE,FALSE,40(100),0,FALSE,12,FALSE,FALSE,-1,-1,FALSE,-1,-1,FALSE,FALSE,0,0,0,200,0,FALSE,0,0,20,4,150,0,0,FALSE,3,3,0.3,20,4,31,28,999999,-1,-1,-1,1920,1080,84,46,62,34,4032,2268,1920,1080,FALSE,750,600,5,0,0,0,0,100,150,600,5,FALSE,0,300,3600,0.025,400,5,200,0,TRUE,0,0,14,14,FALSE,FALSE,0,FALSE
0.5,0.5,0.25,0,0,0,0,FALSE,FALSE,FALSE,0,{X:0 Y:0},0,255,0,255,1,0,0,FALSE,FALSE,32,0,FALSE,-2,TRUE,-1,,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,-1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,13,0,6,FALSE,750,255,22(48),2(4),22(48),2(4),FALSE,FALSE,65(91),65(91),0,{R:0 G:0 B:0 A:0},0,FALSE,1(1.2),0,0,255,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-1,TRUE,FALSE,300(750),0,FALSE,13,FALSE,FALSE,-1,-1,FALSE,-1,-1,FALSE,FALSE,0,0,0,200,0,FALSE,0,0,20,4,150,0,0,FALSE,3,3,0.3,20,4,31,28,999999,-1,-1,-1,1920,1080,84,46,62,34,4032,2268,1920,1080,FALSE,750,600,5,0,0,0,0,100,150,600,5,FALSE,0,300,3600,0.025,400,5,200,0,TRUE,0,0,38,38,FALSE,FALSE,0,FALSE
0.5,0.5,0.25,0,0,0,0,FALSE,FALSE,FALSE,0,{X:0 Y:0},0,255,0,255,1,0,0,FALSE,FALSE,32,0,FALSE,-2,TRUE,-1,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,-1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,14,0,6,FALSE,750,255,13(20),4(6),13(20),4(6),FALSE,FALSE,150(210),150(210),0,{R:0 G:0 B:0 A:0},0,FALSE,1(1.2),0,0,255,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-1,TRUE,FALSE,300(750),0,FALSE,14,FALSE,FALSE,-1,-1,FALSE,-1,-1,FALSE,FALSE,0,0,0,200,0,FALSE,0,0,20,4,150,0,0,FALSE,3,3,0.3,20,4,31,28,999999,-1,-1,-1,1920,1080,84,46,62,34,4032,2268,1920,1080,FALSE,750,600,5,0,0,0,0,100,150,600,5,FALSE,0,300,3600,0.025,400,5,200,0,TRUE,0,0,38,38,FALSE,FALSE,0,FALSE
0.5,0.5,0.25,0,0,0,0,FALSE,FALSE,FALSE,0,{X:0 Y:0},0,255,0,255,1,0,0,FALSE,FALSE,32,0,FALSE,-2,TRUE,-1,,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,-1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,15,0,6,FALSE,750,255,11(17),8(10),11(17),8(10),FALSE,FALSE,220(308),220(308),0,{R:0 G:0 B:0 A:0},0,FALSE,1(1.2),0,0,255,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-1,TRUE,FALSE,300(750),0,FALSE,15,FALSE,FALSE,-1,-1,FALSE,-1,-1,FALSE,FALSE,0,0,0,200,0,FALSE,0,0,20,4,150,0,0,FALSE,3,3,0.3,20,4,31,28,999999,-1,-1,-1,1920,1080,84,46,62,34,4032,2268,1920,1080,FALSE,750,600,5,0,0,0,0,100,150,600,5,FALSE,0,300,3600,0.025,400,5,200,0,TRUE,0,0,38,38,FALSE,FALSE,0,FALSE
0.5,0.5,0.25,0,0,0,0,FALSE,FALSE,FALSE,0,{X:0 Y:0},0,255,0,255,1,0,0,FALSE,FALSE,32,0,FALSE,-2,FALSE,-1,,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,-1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,16,0,1,FALSE,750,255,20(40),7,20(40),7,FALSE,FALSE,90(180),90(180),0,{R:0 G:0 B:0 A:50},120,FALSE,1.25,0.6(0.54),0,255,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-1,FALSE,FALSE,75(187),0,FALSE,16,FALSE,FALSE,-1,-1,FALSE,-1,-1,FALSE,FALSE,0,0,0,200,0,FALSE,0,0,20,4,150,0,0,FALSE,3,3,0.3,20,4,31,28,999999,-1,-1,-1,1920,1080,84,46,62,34,4032,2268,1920,1080,FALSE,750,600,5,0,0,0,0,100,150,600,5,FALSE,0,300,3600,0.025,400,5,200,0,TRUE,0,0,45,30,FALSE,FALSE,0,FALSE
0.5,0.5,0.25,0,0,0,0,FALSE,FALSE,FALSE,0,{X:0 Y:0},0,255,0,255,1,0,0,FALSE,FALSE,32,0,FALSE,-2,FALSE,-1,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,-1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,17,0,7,FALSE,750,255,10,15,10,15,FALSE,FALSE,250,250,0,{R:0 G:0 B:0 A:0},0,FALSE,1,0.5,0,255,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-1,FALSE,FALSE,0,0,FALSE,17,TRUE,FALSE,-1,-1,FALSE,-1,-1,TRUE,FALSE,0,0,0,200,0,FALSE,0,0,20,4,150,0,0,FALSE,3,3,0.3,20,4,31,28,999999,-1,-1,-1,1920,1080,84,46,62,34,4032,2268,1920,1080,FALSE,750,600,5,0,0,0,0,100,150,600,5,FALSE,0,300,3600,0.025,400,5,200,0,TRUE,0,0,18,40,FALSE,FALSE,0,FALSE
0.5,0.5,0.25,0,0,0,0,FALSE,FALSE,FALSE,0,{X:0 Y:0},0,255,0,255,1,0,0,FALSE,FALSE,32,0,FALSE,-2,FALSE,-1,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,-1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,18,0,7,FALSE,750,255,10,15,10,15,FALSE,FALSE,250,250,0,{R:0 G:0 B:0 A:0},0,FALSE,1,0.5,0,255,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-1,FALSE,FALSE,0,0,FALSE,18,TRUE,FALSE,-1,-1,FALSE,-1,-1,TRUE,FALSE,0,0,0,200,0,FALSE,0,0,20,4,150,0,0,FALSE,3,3,0.3,20,4,31,28,999999,-1,-1,-1,1920,1080,84,46,62,34,4032,2268,1920,1080,FALSE,750,600,5,0,0,0,0,100,150,600,5,FALSE,0,300,3600,0.025,400,5,200,0,TRUE,0,0,18,40,FALSE,FALSE,0,FALSE
0.5,0.5,0.25,0,0,0,0,FALSE,FALSE,FALSE,0,{X:0 Y:0},0,255,0,255,1,0,0,FALSE,FALSE,32,0,FALSE,-2,FALSE,-1,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,-1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,19,0,7,FALSE,750,255,10,15,10,15,FALSE,FALSE,250,250,0,{R:0 G:0 B:0 A:0},0,FALSE,1,0.5,0,255,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-1,FALSE,FALSE,0,0,FALSE,19,TRUE,FALSE,-1,-1,FALSE,-1,-1,TRUE,FALSE,0,0,0,200,0,FALSE,0,0,20,4,150,0,0,FALSE,3,3,0.3,20,4,31,28,999999,-1,-1,-1,1920,1080,84,46,62,34,4032,2268,1920,1080,FALSE,750,600,5,0,0,0,0,100,150,600,5,FALSE,0,300,3600,0.025,400,5,200,0,TRUE,0,0,18,40,FALSE,FALSE,0,FALSE
